- 127.0.0.1 - - [05/Jul/2018:10:23:28 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 43
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /js/jquery.js HTTP/1.1" 200 256807 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 6
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 84349 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 6
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/css/modules/layer/default/layer.css?v=3.0.11110 HTTP/1.1" 200 14348 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 5
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /js/navtab.js HTTP/1.1" 200 4949 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 5
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/lay/modules/jquery.js HTTP/1.1" 200 97636 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 6
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/lay/modules/layer.js HTTP/1.1" 200 21341 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 4
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/css/modules/layer/default/layer.css?v=3.0.11110 HTTP/1.1" 200 14348 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 6
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/lay/modules/element.js HTTP/1.1" 200 5154 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 3
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:22:02 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 148
- 127.0.0.1 - - [05/Jul/2018:14:26:57 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 11
- 127.0.0.1 - - [05/Jul/2018:14:30:16 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 6
- 127.0.0.1 - - [05/Jul/2018:14:30:35 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:14:35:21 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 6
- 127.0.0.1 - - [05/Jul/2018:14:47:48 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 6
- 127.0.0.1 - - [05/Jul/2018:14:50:40 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:14:55:14 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 8
- 127.0.0.1 - - [05/Jul/2018:14:55:29 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 4
- 127.0.0.1 - - [05/Jul/2018:14:55:56 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 15
- 127.0.0.1 - - [05/Jul/2018:14:57:55 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:14:58:04 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:14:58:31 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:14:59:18 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 4
- 127.0.0.1 - - [05/Jul/2018:15:01:47 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:15:01:47 +0800] "GET /jiedanbao/query?mid100100045690 HTTP/1.1" 500 172 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 35
- 127.0.0.1 - - [05/Jul/2018:15:02:48 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 9
- 127.0.0.1 - - [05/Jul/2018:15:02:48 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 4
- 127.0.0.1 - - [05/Jul/2018:15:03:52 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:15:04:56 +0800] "POST /jiedanbao/query HTTP/1.1" 500 172 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 6
- 127.0.0.1 - - [05/Jul/2018:15:08:37 +0800] "POST /jiedanbao/query HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 6
